sku,Name,Brand,Category,Wholesale,Retail,Description,Images,Length,Width,Height
EUR-04-0690,Tonatiuh Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2365,6504,"Encased in Mayan gold with an Aztec gold base, the four doors of this sideboard feature a hand-painted design in antique brass.","EUR-04-0690-1,EUR-04-0690-3","18""D","84""W","38.25""H"
EUR-04-0697,Calabash Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2035,5596,"This sideboard is encased in a gold coast finish. The three door fronts, with a finish in galaxy gold, feature broken glass nuggets embedded in high gloss.","EUR-04-0697-1,EUR-04-0697-3","18""D","72""W","34.25""H"
EUR-04-0698,Ophelia Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2365,6504,"This sideboard is encased in a beluga finish, while the trim and base are in a gold coast finish. The four doors have acid mirror fronts featuring a waterfall pattern embellished with glass nuggets.","EUR-04-0698-1,EUR-04-0698-3","18.5""D","95""W","40.5""H"
EUR-04-0693,Pacific Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2695,7411,"Encased in a black linen finish, the two doors and six drawers of this sideboard showcase organic formed pulls and metal base in exotic gold.","EUR-04-0693-1,EUR-04-0693-3","18""D","82""W","36""H"
EUR-04-0689,Dumerili Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2475,6806,This case of this sideboard is finished in sorano brown. The door fronts showcase a wave design in silver pewter with a glaze.,"EUR-04-0689-1,EUR-04-0689-3","18""D","90""W","38.5""H"
EUR-04-0688,Quercus Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2035,5596,The case of this four-door sideboard has a driftwood finish. The door fronts are finished in a silver white tiza gesso and white gesso.,"EUR-04-0688-1,EUR-04-0688-3","18""D","72""W","34""H"
EUR-04-0685,Clarion Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2475,6806,"Encased in an espresso finish, the four doors of this sideboard feature a ribbed detailing in a gold coast finish with concave detailing at the top.","EUR-04-0685-1,EUR-04-0685-3","18""D","86.25""W","36.5""H"
EUR-04-0666,Vertex Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2000,5500,This sideboard features a silver whitewash finish. The door fronts have a geometric design in aluminum leaf.,"EUR-04-0666-1,EUR-04-0666-3","18.25""D","82.5""W","32.25""H"
EUR-04-0664,Cosmos Two-Door Cabinet,John Richard,Furniture > Living > Cabinets,1530,4208,"The two doors of this cabinet, set within a smoked oak case, have a radiating pattern from the center in a dusty gold finish.","EUR-04-0664-1,EUR-04-0664-3,EUR-04-0664-4,EUR-04-0664-7","18.25""D","41.75""W","43""H"
EUR-04-0663,Cosmos Four-Door Cabinet,John Richard,Furniture > Living > Cabinets,2655,7301,"The four doors of this cabinet, set within a smoked oak case, have a radiating spiral pattern from the center in a dusty gold finish.","EUR-04-0663-1,EUR-04-0663-3,EUR-04-0663-4,EUR-04-0663-5","18.25""D","81.25""W","42.75""H"
EUR-04-0662,Rosedale Four-Door Cabinet,John Richard,Furniture > Living > Cabinets,2655,7301,"Set in a light smoked eucalyptus case, the four door fronts of this cabinet have a radiating spiral pattern in a pewter silver finish.","EUR-04-0662-1,EUR-04-0662-3,EUR-04-0662-5,EUR-04-0662-7","18.25""D","94.75""W","34.5""H"
EUR-04-0583,Paveley Sideboard,John Richard,Furniture > Living > Cabinets,2190,6022,"This imposing, six-door sideboard is in oak with a black finish cerused with gold leaf. The front features reverse-painted glass panels with a linea pattern of black and distressed gold leaf.","EUR-04-0583-1,EUR-04-0583-3,EUR-04-0583-5,EUR-04-0583-6,EUR-04-0583-7,EUR-04-0583-10","20""D","94.5""W","40.5""H"
EUR-04-0551,Impres Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2820,7755,"Veneered and finished in smoky hyedua, the front of this impressive sideboard features a single print of an exotic crotch veneer. Glazing is applied by hand before a final clear lacquer. The case is set on a steel base in a brushed brass finish. The three drawers and three doors","EUR-04-0551-1,EUR-04-0551-3,EUR-04-0551-4,EUR-04-0551-5,EUR-04-0551-7,EUR-04-0551-10,EUR-04-0551-11,EUR-04-0551-12","22""D","89""W","34""H"
EUR-04-0188,Arezzo Credenza,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2685,7384,"This swept serpentine credenza has carved rosettes, beaded rails, and carved central motifs. It is finished in arezzo, a distressed burnished silver with blue accents, with antique linen accents to the moldings and carvings.","EUR-04-0188-1,EUR-04-0188-3,EUR-04-0188-4,EUR-04-0188-10","21""D","72""W","38.5""H"
EUR-01-0424,Aspis Dresser,John Richard,Furniture > Bedroom > Dressers,2195,6036,"The Aspis Dresser with six drawers and one door is encased in grey oak. The drawer fronts have a tiza gesso finish, and there is a center cabinet door with a linear pattern in a silver chalk finish.","EUR-01-0424-1,EUR-01-0424-3","18""D","77""W","38""H"
EUR-01-0422,Antimony Dresser,John Richard,Furniture > Bedroom > Dressers,2745,7549,This nine-drawer dresser is encased in grey oak. The drawer fronts are in white linen with a silver wash and feature pulls with an organic form in an antique pewter finish.,"EUR-01-0422-1,EUR-01-0422-3","18""D","76""W","38.5""H"
AJC-9269,Citalli: Quartz Fourteen-Light Two-Tier Chandelier,John Richard,Lighting > Chandeliers,3795,10436,This fourteen-light chandelier in a champagne silver finish features two tiers of striking sprays of quartz blooms.,AJC-9269-1,"59.5""D","59.5""W","46""H"
AJC-9268,Citalli: Quartz Six-Light Single-Tier Chandelier,John Richard,Lighting > Chandeliers,1535,4221,This six-light chandelier in a champagne silver finish features a single tier of striking sprays of quartz blooms.,AJC-9268-1,"39""D","39""W","28.5""H"
AJC-9267,Citalli: Quartz Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,1265,3479,This two-light wall sconce in a champagne silver finish features striking sprays of quartz blooms.,AJC-9267-1,"0.75""D","12.5""W","48""H"
AJC-9260,Jade Stone Panel Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,505,1389,This single-light wall sconce features a jade stone panel with a brushed brass wrap.,"AJC-9260-1,AJC-9260-3","3.5""D","13.5""W","5""H"
AJC-9254,Bansho: Layered Glass Thirty-Light Horizontal Pendant Chandelier,John Richard,Lighting > Pendants,3530,9708,"The Bansho Layered Glass Thirty-Light Horizontal Pendant Chandelier features sixteen handblown layered glass plates illuminated from within, creating a deeply rich amber glow. Fourteen additional LED lights are in the canopy. The hardware is finished in antique brass.","AJC-9254-1,AJC-9254-3","14""D","120""W","40""H"
AJC-9253,Bansho: Layered Glass Thirty-Nine-Light Drop Pendant Chandelier,John Richard,Lighting > Pendants,4475,12306,"The Bansho Layered Glass Thirty-Nine-Light Drop Pendant Chandelier features twenty-seven handblown layered glass plates illuminated from within, creating a deeply rich amber glow. Twelve additional LED lights are in the canopy. The hardware is finished in antique brass.",AJC-9253-1,"40""D","120""W","40""H"
AJC-9252,Bansho: Layered Glass Twenty-One-Light Drop Pendant Chandelier,John Richard,Lighting > Pendants,3175,8731,"The Bansho Layered Glass Twenty-One-Light Drop Pendant Chandelier features fourteen handblown layered glass plates illuminated from within, creating a deeply rich amber glow. Seven additional LED lights are in the canopy. The hardware is finished in antique brass.",AJC-9252-1,"34""D","120""W","40""H"
AJC-9251,Bansho: Layered Glass Single Droplight,John Richard,Lighting > Pendants,470,1292,"The Bansho Layered Glass Single Droplight features a handblown layered glass plate illuminated from within, creating a deeply rich amber glow. Three additional LED lights are in the canopy. The hardware is finished in antique brass.","AJC-9251-1,AJC-9251-3",,,
AJC-9247,Luna: Crystal Wand Branched Nine-Light Pendant Chandelier,John Richard,Lighting > Pendants,975,2681,This crystal wand branched pendant chandelier with nine lights is ablaze in an antique silver-leaf finish.,AJC-9247-1,,,
AJC-9246,Luna: Crystal Wand Branched Eight-Light Pendant Chandelier,John Richard,Lighting > Pendants,735,2021,This crystal wand branched pendant chandelier with eight lights is ablaze in an antique silver-leaf finish.,AJC-9246-1,,,
AJC-9245,Luna: Crystal Wand Branched Twelve-Light Pendant Chandelier,John Richard,Lighting > Pendants,1465,4029,This crystal wand branched pendant chandelier with twelve lights is ablaze in an antique silver-leaf finish.,AJC-9245-1,,,
AJC-9242,Reveille: Crystal Constellation Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,485,1334,This brilliant crystal constellation wall sconce is in an antique silver-leaf finish.,AJC-9242-1,"11.5""D","13.75""W","16.5""H"
AJC-9241,Reveille: Crystal Constellation Single Droplight,John Richard,Lighting > Pendants,540,1485,This brilliant crystal constellation single droplight is in an antique silver-leaf finish.,AJC-9241-1,,,
AJC-9235,Faceted Glass Eighteen-Light Chandelier,John Richard,Lighting > Chandeliers,2745,7549,"This eighteen-light chandelier with an antique silver finish will sparkle in any room, with each clear and etched glass, faceted crystal refracting the light for a prismatic display.",AJC-9235-1,,,
AJC-9205,Ribbons Of Nickel Swirls Five-Light Pendant,John Richard,Lighting > Pendants,615,1691,This optical sculpture of swirling ribbons in nickel features some turns for a multidimensional display.,AJC-9205-1,,,
AJC-9203,Dulcet: Eight-Light Chandelier With Glass Formed Shades,John Richard,Lighting > Chandeliers,1095,3011,This eight-light chandelier in an antique silver-leaf finish features blown glass shades. Each shade is hand-formed and wrapped with echoes of white striations within clear glass.,AJC-9203-1,,,
AJC-9201,Dulcet: Single Droplight With Glass Formed Shade,John Richard,Lighting > Pendants,210,578,This single droplight in an antique silver finish features a blown glass shade. The shade is hand-formed and wrapped with echoes of white striations within clear glass.,AJC-9201-1,,,
AJC-9199,Ribbons Of Brass Swirls Five-Light Pendant,John Richard,Lighting > Pendants,615,1691,This optical sculpture of swirling ribbons of brass features some turns for a multidimensional display.,AJC-9199-1,,,
AJC-9194,Luna: Crystal Drop Thirty-Light Chandelier,John Richard,Lighting > Chandeliers,2320,6380,"Twenty-two crystal drops in gold leaf are individually lit and hang at varying heights, with an additional eight downlights mounted from above.",AJC-9194-1,"12""D","60""W","45.5""H"
AJC-9189,Moonlight Sonata: Selenite Pane Single-Light Wall Sconce In Polished Stainless Steel Finish,John Richard,Lighting > Wall Sconces,485,1334,This illuminated single-light wall sconce features an organic pane of selenite in a sculptural polished stainless steel mounting.,AJC-9189-1,"3.5""D","10.25""W","10""H"
AJC-9188,Moonlight Sonata: Selenite Pane Single-Light Wall Sconce In Antique Brass Finish,John Richard,Lighting > Wall Sconces,485,1334,This illuminated single-light wall sconce features an organic pane of selenite in a sculptural antique brass mounting.,AJC-9188-1,"3.5""D","10.25""W","10""H"
AJC-9183,Moonlight Sonata: Selenite Pane Six-Light Droplight Chandelier,John Richard,Lighting > Chandeliers,735,2021,"This droplight chandelier features six lights and one-of-a-kind, organic selenite panes hanging at varying heights. The panes are individually mounted, and they are illuminated with recessed lighting from above.",AJC-9183-1,"6""D","6""W","83.5""H"
AJC-9182,Moonlight Sonata: Selenite Pane Forty-One-Light Pendant Chandelier,John Richard,Lighting > Pendants,3970,10918,"This forty-one-light pendant chandelier features one-of-a-kind, organic selenite panes that hang at varying heights. The panes are individually mounted, and they are illuminated with additional recessed lighting from above.",AJC-9182-1,,,
"AJC-9181
",Moonlight Sonata: Selenite Pane Twenty-Nine-Light Horizontal Chandelier,John Richard,Lighting > Chandeliers,3480,9570,"This horizontal, twenty-nine-light pendant chandelier features one-of-a-kind, organic selenite panes that hang at varying heights. The panes are individually mounted, and they are illuminated with additional recessed lighting from above.",,"18""D","57""W","66""H"
AJC-9179,Sugar Leaf: Glass Leaf Twenty-Six-Light Chandelier,John Richard,Lighting > Chandeliers,9145,25149,Magnificent glass sugar leaves drip from organic branches on this twenty-six-light chandelier in a brushed brass finish.,AJC-9179-1,,,
AJC-9174,Cascading Crystal Twelve-Light Chandelier,John Richard,Lighting > Chandeliers,2180,5995,A cascading crystal waterfall chandelier with twelve lights is in antique silver leaf.,AJC-9174-1,,,
AJC-9158,Shiro-Noda FIVe-Light Semi-Flush Chandelier,John Richard,Lighting > Semi-Flush,2440,6710,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning semi-flush chandelier with five lights.",AJC-9158-1,,,
AJC-9152,Cascading Crystal Six-Light Chandelier,John Richard,Lighting > Chandeliers,1810,4978,A cascading crystal waterfall chandelier with six lights is in antique silver leaf.,"AJC-9152-1,AJC-9152-4,AJC-9152-7","40""D","40""W","35""H"
AJC-9151,Cascading Crystal Six-Light Semi-Flush,John Richard,Lighting > Semi-Flush,915,2516,A cascading crystal waterfall six-light semi-flush is in antique silver leaf.,"AJC-9151-1,AJC-9151-7",,,
AJC-9141,Quartz Branched Three-Light Wall Sconce,John Richard,Lighting > Wall Sconces,415,1141,A three-light wall sconce features organic quartz buds on champagne silver-leaf branches.,AJC-9141-1,,,
AJC-9137,Faceted Chunk Crystal Three-Light Chandelier,John Richard,Lighting > Chandeliers,835,2296,"Faceted chunk cut crystal shades hang asymmetrically on this gracefully arced, three-light chandelier with an antique brass finish.",AJC-9137-1,"15""D","15""W","21""H"
AJC-9113,Hans Horizontal Thirty-Five-Light Brass Chandelier,John Richard,Lighting > Chandeliers,2305,6339,"The Hans horizontal, thirty-five-light chandelier features a cascade of illuminated brass droplights.",AJC-9113-1,,,
AJC-9107,Shiro-Noda Twenty-One-Light Dramatic Glass Cluster Chandelier,John Richard,Lighting > Chandeliers,6705,18439,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning twenty-one-light chandelier.",AJC-9107-1,,,
AJC-9094,Frosted Glass Nine-Light Chandelier,John Richard,Lighting > Chandeliers,735,2021,A nine-light chandelier in antique gold leaf has three layers of frosted glass petals.,AJC-9094-1,,,
AJC-9093,Agate And Brass Eight-Light Chandelier,John Richard,Lighting > Chandeliers,2435,6696,A fountain of agate blooms adorns the branches of this eight-light chandelier.,AJC-9093-1,,,
AJC-9083,"Waving Twelve-Light Stone, Quartz Pendant",John Richard,Lighting > Pendants,1675,4606,A twelve-light pendant in a gold-leaf finish has waving boughs of luminous quartz crystals.,AJC-9083-1,,,
EUR-04-0703,Hessian Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2745,7549,"Encased in silver leaf and finished in antique pewter, the Hessian Sideboard sits on a steel base. The two doors and six drawers showcase a silver tamo ash finish, with pewter pulls and handles.","EUR-04-0703-1,EUR-04-0703-3","18""D","82.25""W","36.5""H"
