sku,Name,Brand,Categories,WS Price,IMAP Rate ,IMAP Price,Description,Images,Length,Width,Height
GBG-2372,John Richard Ashley Sullivan’s Pick Up Every Stitch,John Richard,Art > Paintings,695,2.00,1390,"Pick up every Stitch by artist Ashley Sullivan depicts downtown city life at night. Enhanced with textured brush strokes and framed in a black gallery wrap.

Dimensions: 47.5""H X 66""W X 2""D

Status: Build to Order - MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",GBG-2372-1,47.5,2,66
GBG-1974,Jason Lott's Neptune,John Richard,Art > Paintings,905,2.00,1810,"Stunning teals and golds flow through this image by artist Jason Lott. The piece features a high-gloss vitreous finish and is surrounded by a silver molding. DISCLAIMER: The acrylic coating on this item is meticulously applied by hand in a process taking several hours. Several additional hours are required before the high clarity acrylic gels and cures. Our artists meticulously monitor the curing process to ensure that the acrylic coating is as free of surface defects and pinhead sized bubbles, however very small imperfections may remain. To care for the vitreous finish, use a soft lint-free dust cloth. If needed, a dash of mild, non-abrasive soap in water can be used to remove stubborn spots. Use a very soft cloth or chamois to remove any residue.

Dimensions: 73""H X 57""W X 2""D
Product Weight: 24
Package Weight: 33

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","GBG-1974-1, GBG-1974-2",57,2,73
JRA-10838S2,John Richard Set of Two Sea-Foam Vases,John Richard,Accessories > Vases ,120,2.00,240,"Small: 8.25""H X 10""D, Large: 13.5""H X 6.5""D Featuring fluid, organic shapes and bubbling texture, this set of two vases is inspired by forms straight from the sea.

Product Weight: 14.4
Package Weight: 17.18
","JRA-10838S2-1, JRA-10838S2-2",,,
GBG-0754,Jason Lincoln Jeffers' Karnak,John Richard,Art > Paintings,845,2.00,1690,"This psychedelic abstract by Jason Lincoln Jeffers reflects dripping hues of blues and golds, with a broken vitreous finish. It is presented in a glazed bronze metallic floater frame. DISCLAIMER: The acrylic coating on this item is meticulously applied by hand in a process taking several hours. Several additional hours are required before the high clarity acrylic gels and cures. Our artists meticulously monitor the curing process to ensure that the acrylic coating is as free of surface defects and pinhead sized bubbles, however very small imperfections may remain. To care for the vitreous finish, use a soft lint-free dust cloth. If needed, a dash of mild, non-abrasive soap in water can be used to remove stubborn spots. Use a very soft cloth or chamois to remove any residue.

Dimensions: 66""H X 55""W X 3""D
Product Weight: 24
Package Weight: 34

Status: Build to Order - MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",GBG-0754-1,55,3,66
AJC-9132,John Richard Handblown Glass Sphere Sixteen-Light Pendant,John Richard,Lighting > Pendants,4105,2.00,8210,"This sixteen-light pendant features a sphere in an antique bronze finish with handblown glass spires. Maximum Overall Hang Height: 145""H. Candelabra Base, 25 Watt Max, 16 Type B Bulbs, Canopy: 6"", Chain: 10' Disclaimer: With handblown glass, variations in size, shape, and color may occur.

Dimensions: 34.25""H X 36""W X 36""D
Product Weight: 152.3
Package Weight: 162","AJC-9132-1, AJC-9132-2, AJC-9132-3, AJC-9132-4",36,36,34.25
AJC-9102,John Richard Twilight Twenty-Four-Light Slumped Glass Chandelier,John Richard,Lighting > Chandeliers,3785,2.00,7570,"This Twilight twenty-four-light chandelier with five tiers of slumped glass panels features gold-leaf gradations. Candelabra Base, 60 Watt Max, 24 Type B Bulbs, Canopy: 6"", Chain: Five pieces of 10' (included)

Dimensions: 43.75""H X 50.25""W X 50.25""D
Product Weight: 198.4
Package Weight: 10.75",AJC-9102-1,50.25,50.25,43.75
AJC-9101,John Richard Twilight Sixteen-Light Slumped Glass Chandelier,John Richard,Lighting > Chandeliers,2115,2.00,4230,"Twilight sixteen-light chandelier with three tiers of slumped glass panels with gold-leaf gradations. Candelabra Base, 60 Watt Max, 16 Type B Bulbs, Canopy: 6"", Chain: Four pieces of 10' (included), Maximum Hang Height: 96"".

Dimensions: 31""H X 35.5""W X 35.5""D
Product Weight: 121.25
Package Weight: 116
",AJC-9101-1,35.5,35.5,31
AJC-9117,John Richard Acrylic and Nickel Six-Light Chandelier,John Richard,Lighting > Chandeliers,1105,2.00,2210,"Classic form meets graphic modern design in this acrylic and polished nickel, six-light chandelier. Candelabra Base, 40 Watt Max, 6 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 29""H X 30""W X 30""D
Product Weight: 31
Package Weight: 51
","AJC-9117-1, AJC-9117-2, AJC-9117-3",30,30,29
AJC-9121,John Richard Acrylic and Nickel Ten-Light Chandelier,John Richard,Lighting > Chandeliers,1985,2.00,3970,"Classic form meets graphic modern design in this acrylic and polished nickel, ten-light chandelier with two tiers. Candelabra Base, 40 Watt Max, 10 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 47""H X 38""W X 38""D
Product Weight: 24.1
Package Weight: 70","AJC-9121-1, AJC-9121-2",38,38,47
AJC-9119,John Richard Acrylic and Nickel Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,190,2.00,380,"Classic form meets graphic modern design in this acrylic and polished nickel, single-light wall sconce. Candelabra Base, 60 Watt Max, 1 Type B Bulb, TTM: 3"", Backplate: 18"" X 4.5"" X 1"", Direct Wire Only

Dimensions: 18""H X 5""W X 6.5""D
Product Weight: 3.1
Package Weight: 7.95",AJC-9119-1,5,6.5,18
JRA-11399,John Richard The Look of Quartz Handblown Glass Vase,John Richard,Accessories > Vases ,95,2.00,190," Transparent crystal medallions appear to float in an opaque, smoky grey background to create a look of floating quartz in this handblown glass vase. Disclaimer: With handblown glass, variations in size, shape, and color may occur. These imperfectons and variances are typical in the production of handblown glass products.

Dimensions: 15.75""H X 11.75""W X 11.75""D
Product Weight: 11
Package Weight: 14.2",JRA-11399-1,11.75,11.75,15.75
JRA-11397,John Richard The Look of Agate Handblown Glass Vase I,John Richard,Accessories > Vases ,85,2.00,170,"Rich browns and greys meld together to create a look of floating agates in this handblown glass vase. Disclaimer: With handblown glass, variations in size, shape, and color may occur. These imperfections and variances are typical in the production of handblown glass products.

Dimensions: 9.5""H X 11.75""W X 11.75""D
Product Weight: 12.6
Package Weight: 12.6","JRA-11397-1, JRA-11397-2",11.75,11.75,9.5
JRA-11398,John Richard The Look of Agate Handblown Glass Vase II,John Richard,Accessories > Vases ,85,2.00,170,"Rich browns and greys meld together to create a look of floating agates in this handblown glass vase. Disclaimer: With handblown glass, variations in size, shape, and color may occur. These imperfections and variances are typical in the production of handblown glass products.

Dimensions: 18""H X 8.75""W X 8.75""D
Product Weight: 11.4
Package Weight: 11.4","JRA-11398-1, JRA-11398-2",8.75,8.75,18
JRL-10155,John Richard Carved Glass Teardrop Table Lamp in Grey,John Richard,Lighting > Table Lamps,300,2.00,600,"A striking carved glass table lamp ranges in tones of light to deep grey, with accents of crystal and nickel. Shade: 18"" X 18"" X 12"", Off White Man-Made Linen outside and White Man-Made Silk inside, Round. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Nickel Harp, Turnkey. Disclaimer: Due to glazing process, variations in pattern and color will occur. No two will be identical.

Dimensions: 35""H",JRL-10155-1,18,18,35
JRL-10325,John Richard Emerald Green Marbled Buffet Lamp,John Richard,Lighting > Table Lamps,310,2.00,620,"The rich hues of emerald green in a marbled pattern add depth and intensity to this tall, tapered buffet lamp. Shade: 18.5"" X 18.5"" X 11.5"", White Organza outside and White Cotton inside, Double Shade, Round. 3 Way, 150 Watt Max, Type A Bulb, 8.5"" Nickel Harp, Turnkey. Disclaimer: With glass, variations in size, shape, and color may occur. No two will be identical.

Dimensions: 42""H",JRL-10325-1,18.5,18.5,42
JRL-10181,John Richard Furling Cream and Caramel Buffet Lamp,John Richard,Lighting > Table Lamps,300,2.00,600," In a matte glass finish, the creams and caramels seem to be unfurling around the glass in this outstanding buffet lamp. Shade: 18"" X 18"" X 11"", Off White Man-Made Linen outside and White Cotton inside, Round. 3 Way, 150 Watt Max, Type A Bulb, 8"" Brass Harp, Turnkey. Disclaimer: With glass, variations in size, shape, and color may occur. No two will be identical.

Dimensions: 41""H","JRL-10181-1, JRL-10181-2, JRL-10181-3",18,18,41
JRA-13076,John Richard Antique Brass Vase II,John Richard,Accessories > Vases ,270,2.00,540,"An aluminum vase in antique brass is accented with a flowing, open-wave pattern in a textured finish in matte black. Disclaimer: With handmade metal products, slight imperfections may occur due to the artisanal finishing, shaping, carving, and welding techniques used by master craftsmen. No two will be identical.

Dimensions: 29""H X 9""W

Status:  MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",JRA-13076-1,9,9,29
JRA-13075,John Richard Antique Brass Vase I,John Richard,Accessories > Vases ,375,2.00,750,"An aluminum vase in antique brass is accented with a flowing, open-wave pattern in a textured finish in matte black. Disclaimer: With handmade metal products, slight imperfections may occur due to the artisanal finishing, shaping, carving, and welding techniques used by master craftsmen. No two will be identical.

Dimensions: 35""H X 10.5""W

Status:  MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",JRA-13075-1,10.5,10.5,35
JRA-13012,John Richard Sculptural Body Divided,John Richard,Accessories > Décor,745,2.00,1490,"This avant-garde sculpture of a body divided follows the elegant lines of the female shape.

Dimensions: 26""H X 9.75""W X 9.75""D",JRA-13012-1,9.75,9.75,26
JRA-11831,John Richard Man Cast in Time,John Richard,Art > Sculptures > Marble,885,2.00,1770," A sculpture in grand scale of a man emerging from stone appears to be chiseled from grey marble and balancing on a black marble base. This piece is for the more sophisticated buyer. Disclaimer: Due to the natural element of this item, variations in color will occur.

Dimensions: 29""H X 37.75""W X 16""D
Product Weight: 83.4
Package Weight: 112

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","JRA-11831-1, JRA-11831-2, JRA-11831-3",37.75,16,29
AMF-1722V226-2207-AS,John Richard Hudson Chaise,John Richard,Seating > Chaises & Settees,1975,2.00,3950,"Hudson Chaise shown in V226 Burnished Silver finish and 2207 fabric. Seat Height: 19""H, Leg Height: 9.5""H, Inside Seat: 70""W X 28""D This sleek, modern chaise features an undulating silhouette. It is upholstered in a box-pleated bouclé in pale grey velvet. The curvilinear shape is emphasized by an exposed wood frame finished in burnished silver. The classic saber legs are accentuated with stainless steel ferrules. This Hudson Chaise is available as shown in our Burnished Silver (V226) finish and Opal 801 (2207) fabric.

Dimensions: 35""H X 70""W X 28""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","AMF-1722V226-2207-AS-1, AMF-1722V226-2207-AS-2, AMF-1722V226-2207-AS-3, AMF-1722V226-2207-AS-4",70,28,35
AMF-1743V225-2190-AS,John Richard Vallens Ottoman,John Richard,Seating > Benches & Ottomans,1250,2.00,2500,"Vallens Ottoman shown in V225 Silver Champagne finish and 2190 fabric. Seat Height: 19.69""H, Leg Height: 2""H, Inside Seat: 46.69""W X 46.69""D

Dimensions: 19.69""H X 46.69""W X 46.69""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","AMF-1743V225-2190-AS-1, AMF-1743V225-2190-AS-2",46.69,46.69,19.69
AMF-1741V72-2181-AS,John Richard Avena Ottoman,John Richard,Seating > Benches & Ottomans,1250,2.00,2500,"Avena Ottoman shown in V72 Pewter Silver finish and 2181 fabric. Seat Height: 19""H, Leg Height: 3""H, Inside Seat: 60.24""W X 36.61""D

Dimensions: 19""H X 60.24""W X 36.61""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","AMF-1741V72-2181-AS-1, AMF-1741V72-2181-AS-2, AMF-1741V72-2181-AS-3",60.24,36.61,19
AMF-1711V229-C013-AS,John Richard Paris Chaise Sectional (Left-Facing Chaise),John Richard,Seating > Sofas ,5650,2.00,11300," Paris Chaise Sectional (Left-Facing Chaise) shown in V229 Valyrian Gold finish and Correlation C013. Seat Height: 18""H, Arm Height: 32""H, Seat Depth: 34""D, One-Arm Unit Overall Length: 84""L, One-Arm Unit Inside Seat Length: 77""L, Chaise Overall Length: 77""L, Chaise Overall Width: 47""W, Chaise Inside Seat Length: 70""L This chaise sectional features a wood plinth base in Valyrian gold and upholstered channel detailing on the inside and outside back. Multitextured pillows, one with a quartz button accent, complete the look. The Paris Chaise Sectional is part of the JR Signature Upholstery Program. It is available in four wood finishes: V226 Burnished Silver, V229 Valyrian Gold, V242 Espresso, and V271 Dove White. There are fourteen upholstery correlations available.

Dimensions: 32""H X 125""W X 41""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",AMF-1711V229-C013-AS-1,125,41,32
AMF-1742V71-1109-AS,John Richard Keen Bench,John Richard,Seating > Benches & Ottomans,895,2.00,1790,"Keen Bench shown in V71 Tiza Gesso finish and 1109 fabric. Seat Height: 19.5""H, Leg Height: 13""H, Inside Seat: 60.63""W X 20.5""D

Dimensions: 19.5""H X 60.63""W X 20.5""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","AMF-1742V71-1109-AS-1, AMF-1742V71-1109-AS-2, AMF-1742V71-1109-AS-3, AMF-1742V71-1109-AS-4",60.63,20.5,19.5
AMF-1745V242-C014-AS,John Richard Soho Three-Seat Sofa With Ottoman (Right-Facing Split),John Richard,Seating > Sofas ,5700,2.00,11400,"Soho Three-Seat Sofa With Ottoman (Right-Facing Split) shown in Correlation C014. Seat Height: 19""H, Arm Height: 24""H, Inside Seat: 74""W X 28""D, Two-Seat Unit Overall: 84""W X 43.5""D, Single-Seat Unit Overall: 43.5""W X 47.24""D, Ottoman Unit Overall: 19.5""H X 37""W X 37""D This modern sofa with an ottoman features a tight seat with clean lines enhanced by wide track arms and a carved molding detail. The modular sofa splits into a two-seat unit and a one-seat unit, giving it the versatility of a sectional with three different configuration possibilities. Multitextured pillows, one with a moonstone button accent, completes the look. The Soho Three-Seat Sofa With Ottoman is part of the JR Signature Upholstery Sofa Program. It is available in four wood finishes: V226 Burnished Silver, V229 Valyrian Gold, V242 Espresso, and V271 Dove White. There are fourteen upholstery correlations available.

Dimensions: 35.5""H X 84""W X 43.5""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","AMF-1745V242-C014-AS-1, AMF-1745V242-C014-AS-2, AMF-1745V242-C014-AS-3, AMF-1745V242-C014-AS-4, AMF-1745V242-C014-AS-5, AMF-1745V242-C014-AS-6, AMF-1745V242-C014-AS-7, AMF-1745V242-C014-AS-8",84,43.5,35.5
AMF-1744V226-C012-AS,John Richard Soho Two-Seat Sofa,John Richard,Seating > Sofas ,3850,2.00,7700,"Soho Two-Seat Sofa shown in V226 Burnished Silver finish and Correlation C012. Seat Height: 19""H, Arm Height: 24""H, Inside Seat: 72.5""W X 28""D This modern sofa features a tight seat with a modular feel. The straight lines of the sofa are enhanced by wide track arms with a carved molding detail. Multitextured pillows, one with a moonstone button accent, complete the look. The Soho Two-Seat Sofa is part of the JR Signature Upholstery Sofa Program. It is available in four wood finishes: V226 Burnished Silver, V229 Valyrian Gold, V242 Espresso, and V271 Dove White. There are fourteen upholstery correlations available.

Dimensions: 35.5""H X 94""W X 43.5""D

Status: MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.","AMF-1744V226-C012-AS-1, AMF-1744V226-C012-AS-2, AMF-1744V226-C012-AS-3, AMF-1744V226-C012-AS-4, AMF-1744V226-C012-AS-5, AMF-1744V226-C012-AS-6, AMF-1744V226-C012-AS-7, AMF-1744V226-C012-AS-8",94,43.5,35.5
